tax_order,category,sci_name,comm_name,exotic,count,country,state,lat,lon,dates,observer,media,gui,comments
13426,species,"Sipia berlepschi","Stub-tailed Antbird","",1,Colombia,Cauca,2.578045,-77.900587,7/30/22,obsr792981,0,URN:CornellLabOfOrnithology:EBIRD:OBS1507663145,""
13426,species,"Sipia berlepschi","Stub-tailed Antbird","",1,Colombia,Cauca,2.578136,-77.900592,7/29/22,obsr164915,0,URN:CornellLabOfOrnithology:EBIRD:OBS1492550568,"Manacus2022_ Manacus expedition LSU-Humboldt Institute 2022. With Diego. Trail towards Firme from the airport, staying fairly close to the start of the trail in secondary forest."
13426,species,"Sipia berlepschi","Stub-tailed Antbird","",1,Colombia,Cauca,2.578136,-77.900592,7/29/22,obsr436508,0,URN:CornellLabOfOrnithology:EBIRD:OBS1498854813,"Manacus2022_With Diego. Trail towards Firme from the airport, staying fairly close to the start of the trail in secondary forest."
13426,species,"Sipia berlepschi","Stub-tailed Antbird","",2,Colombia,Cauca,2.5778145,-77.8992464,7/30/22,obsr792981,0,URN:CornellLabOfOrnithology:EBIRD:OBS1488930702,""
13426,species,"Sipia berlepschi","Stub-tailed Antbird","",2,Colombia,Cauca,2.5778145,-77.8992464,7/31/22,obsr792981,0,URN:CornellLabOfOrnithology:EBIRD:OBS1489423611,""
13495,species,"Hylophylax naevioides","Spotted Antbird","",1,Colombia,Cauca,2.578045,-77.900587,7/29/22,obsr169881,0,URN:CornellLabOfOrnithology:EBIRD:OBS1488187266,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. With Sebastian along the Guapi end of the Chanzará-Guapi trail (near airport). Working the area around three nets set around different sections of trail near a large clearing. Also with guide Cisto (Cixto?) from Firme de San José, Chanzará. Ended list in airport field after I had already stopped track."
13495,species,"Hylophylax naevioides","Spotted Antbird","",1,Colombia,Cauca,2.578045,-77.900587,7/29/22,obsr792981,0,URN:CornellLabOfOrnithology:EBIRD:OBS1507650845,""
14034,species,"Dendrocincla fuliginosa","Plain-brown Woodcreeper","",2,Colombia,Cauca,2.5778145,-77.8992464,7/30/22,obsr792981,0,URN:CornellLabOfOrnithology:EBIRD:OBS1488930700,""
14224,species,"Xiphorhynchus lachrymosus","Black-striped Woodcreeper","",1,Colombia,Cauca,2.576318,-77.896687,7/20/21,obsr436508,0,URN:CornellLabOfOrnithology:EBIRD:OBS1204165573,""
14946,species,"Synallaxis brachyura","Slaty Spinetail","",1,Colombia,Cauca,2.574665,-77.893986,7/30/22,obsr164915,0,URN:CornellLabOfOrnithology:EBIRD:OBS1507704838,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. Incidental at edge of airport. Mostly with Eamon."
14946,species,"Synallaxis brachyura","Slaty Spinetail","",1,Colombia,Cauca,2.574665,-77.893986,7/30/22,obsr169881,0,URN:CornellLabOfOrnithology:EBIRD:OBS1488750131,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. Incidental at edge of airport. Mostly with Eamon."
14946,species,"Synallaxis brachyura","Slaty Spinetail","",1,Colombia,Cauca,2.577207,-77.895362,7/29/22,obsr164915,0,URN:CornellLabOfOrnithology:EBIRD:OBS1507704853,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. Mostly with Eamon. Walking around airport perimeter."
14946,species,"Synallaxis brachyura","Slaty Spinetail","",1,Colombia,Cauca,2.577207,-77.895362,7/29/22,obsr169881,0,URN:CornellLabOfOrnithology:EBIRD:OBS1488178602,"Manacus2022_Manacus expedition LSU-Humboldt Institute 2022. Mostly with Eamon. Walking around airport perimeter."
14946,species,"Synallaxis brachyura","Slaty Spinetail","",1,Colombia,Cauca,2.5778145,-77.8992464,7/30/22,obsr792981,0,URN:CornellLabOfOrnithology:EBIRD:OBS1488930697,""
15085,species,"Lepidothrix coronata","Blue-crowned Manakin","",1,Colombia,Cauca,2.576318,-77.896687,7/20/21,obsr436508,0,URN:CornellLabOfOrnithology:EBIRD:OBS1204165561,""
